run_id,alpha,threads_case,role,threads,tickets,ready,effective,run_ticks,work,stride,pass,tick_share,work_share,effective_share,sample_pid,result_pid
24,100,3_8_13,1,8,100,8,800,208,37930,12500,46100000,0.3195084485407066,0.33187215091302025,0.3333333333333333,3,3
24,100,3_8_13,2,13,100,13,1300,349,62537,7692,46106200,0.5360983102918587,0.5471734432282507,0.5416666666666666,4,4
25,0,1_2_3,0,1,100,1,100,227,37888,100000,333800000,0.3465648854961832,0.32906313238780954,0.3333333333333333,4,4
25,0,1_2_3,1,2,100,2,100,270,35340,100000,333900000,0.4122137404580153,0.30693335880978645,0.3333333333333333,3,3
25,0,1_2_3,2,3,100,3,100,158,41911,100000,333900000,0.24122137404580152,0.36400350880240406,0.3333333333333333,2,2
26,25,1_2_3,0,1,100,1,100,219,37584,100000,310800000,0.33384146341463417,0.3344992390462713,0.3333333333333333,2,2
26,25,1_2_3,1,2,100,2,100,214,37824,100000,310800000,0.32621951219512196,0.3366352495127226,0.3333333333333333,3,3
26,25,1_2_3,2,3,100,3,100,223,36951,100000,310700000,0.3399390243902439,0.32886551144100606,0.3333333333333333,4,4
27,50,1_2_3,0,1,100,1,100,216,37056,100000,317700000,0.32926829268292684,0.3347818623686612,0.3333333333333333,4,4
27,50,1_2_3,1,2,100,2,100,232,35584,100000,317700000,0.35365853658536583,0.3214831009965037,0.3333333333333333,3,3
27,50,1_2_3,2,3,100,3,100,208,38047,100000,317700000,0.3170731707317073,0.3437350366348352,0.3333333333333333,2,2
28,75,1_2_3,0,1,100,1,100,210,37696,100000,327500000,0.32061068702290074,0.33637921187892633,0.3333333333333333,2,2
28,75,1_2_3,1,2,100,2,100,220,37632,100000,327400000,0.33587786259541985,0.33580810965162766,0.3333333333333333,3,3
28,75,1_2_3,2,3,100,3,100,225,36736,100000,327400000,0.3435114503816794,0.327812678469446,0.3333333333333333,4,4
29,100,1_2_3,0,1,100,1,100,106,18816,100000,166800000,0.1618320610687023,0.1671448748811882,0.16666666666666666,4,4
29,100,1_2_3,1,2,100,2,200,232,37066,50000,166800000,0.35419847328244275,0.3292619011663543,0.3333333333333333,3,3
29,100,1_2_3,2,3,100,3,300,317,56691,33333,166831771,0.48396946564885496,0.5035932239524575,0.5,2,2
30,0,1_3_5,0,1,100,1,100,216,36480,100000,312500000,0.33078101071975496,0.33404146216394404,0.3333333333333333,2,2
30,0,1_3_5,1,3,100,3,100,189,37873,100000,312400000,0.2894333843797856,0.3467969379532635,0.3333333333333333,3,3
30,0,1_3_5,2,5,100,5,100,248,34855,100000,312400000,0.37978560490045943,0.31916159988279247,0.3333333333333333,4,4
31,25,1_3_5,0,1,100,1,100,230,35456,100000,296300000,0.3511450381679389,0.32226574926604923,0.3333333333333333,4,4
31,25,1_3_5,1,3,100,3,100,233,36128,100000,296300000,0.35572519083969467,0.32837367411675955,0.3333333333333333,3,3
31,25,1_3_5,2,5,100,5,100,192,38437,100000,296300000,0.2931297709923664,0.3493605766171913,0.3333333333333333,2,2
32,50,1_3_5,0,1,100,1,100,161,24064,100000,227500000,0.24617737003058104,0.25117162629035455,0.25,2,2
32,50,1_3_5,1,3,100,3,100,180,22802,100000,227500000,0.27522935779816515,0.23799931111505424,0.25,3,3
32,50,1_3_5,2,5,100,5,200,313,48941,50000,227450000,0.4785932721712538,0.5108290625945912,0.5,4,4
33,75,1_3_5,0,1,100,1,100,140,21190,100000,203400000,0.2147239263803681,0.19345591323242098,0.2,4,4
33,75,1_3_5,1,3,100,3,100,133,21632,100000,203400000,0.20398773006134968,0.19749118995015247,0.2,3,3
33,75,1_3_5,2,5,100,5,300,379,66712,33333,203431417,0.5812883435582822,0.6090528968174266,0.6,2,2
34,100,1_3_5,0,1,100,1,100,76,11968,100000,109800000,0.11638591117917305,0.10723437808003154,0.1111111111111111,2,2
34,100,1_3_5,1,3,100,3,300,218,37864,33333,109732358,0.333843797856049,0.3392649140727201,0.3333333333333333,3,3
34,100,1_3_5,2,5,100,5,500,359,61774,20000,109720000,0.5497702909647779,0.5535007078472484,0.5555555555555556,4,4
35,0,1_5_7,0,1,100,1,100,220,34048,100000,313600000,0.3363914373088685,0.3297339699202975,0.3333333333333333,4,4
35,0,1_5_7,1,5,100,5,100,231,33695,100000,313600000,0.3532110091743119,0.32631538171006885,0.3333333333333333,3,3
35,0,1_5_7,2,7,100,7,100,203,35516,100000,313600000,0.3103975535168196,0.3439506483696336,0.3333333333333333,2,2
36,25,1_5_7,0,1,100,1,100,211,35904,100000,277000000,0.32262996941896027,0.33260150626684826,0.3333333333333333,2,2
36,25,1_5_7,1,5,100,5,100,218,36416,100000,276900000,0.3333333333333333,0.3373444867483719,0.3333333333333333,3,3
36,25,1_5_7,2,7,100,7,100,225,35629,100000,276900000,0.3440366972477064,0.3300540069847798,0.3333333333333333,4,4
37,50,1_5_7,0,1,100,1,100,146,20800,100000,194200000,0.22392638036809817,0.19064903163124078,0.2,4,4
37,50,1_5_7,1,5,100,5,200,260,43352,50000,194250000,0.3987730061349693,0.3973565778498822,0.4,3,3
37,50,1_5_7,2,7,100,7,200,246,44949,50000,194250000,0.3773006134969325,0.411994390518877,0.4,2,2
38,75,1_5_7,0,1,100,1,100,85,15653,100000,143900000,0.12996941896024464,0.14750282698831513,0.14285714285714285,2,2
38,75,1_5_7,1,5,100,5,300,272,46155,33333,143898698,0.41590214067278286,0.43493215228043725,0.42857142857142855,3,3
38,75,1_5_7,2,7,100,7,300,297,44312,33333,143932030,0.4541284403669725,0.4175650207312476,0.42857142857142855,4,4
39,100,1_5_7,0,1,100,1,100,51,8640,100000,83900000,0.0781010719754977,0.07694979560210544,0.07692307692307693,4,4
39,100,1_5_7,1,5,100,5,500,242,43603,20000,83860000,0.37059724349157736,0.38833818722669017,0.38461538461538464,3,3
39,100,1_5_7,2,7,100,7,700,360,60038,14285,83853650,0.5513016845329249,0.5347120171712044,0.5384615384615384,2,2
40,0,2_6_11,0,2,100,2,100,225,35605,100000,315200000,0.3440366972477064,0.32306798900271305,0.3333333333333333,2,2
40,0,2_6_11,1,6,100,6,100,228,36628,100000,315200000,0.3486238532110092,0.3323503525120453,0.3333333333333333,3,3
40,0,2_6_11,2,11,100,11,100,201,37976,100000,315200000,0.3073394495412844,0.3445816584852417,0.3333333333333333,4,4
41,25,2_6_11,0,2,100,2,100,231,35754,100000,302400000,0.3553846153846154,0.3220065745035349,0.3333333333333333,4,4
41,25,2_6_11,1,6,100,6,100,216,37191,100000,302400000,0.3323076923076923,0.3349484396811816,0.3333333333333333,3,3
41,25,2_6_11,2,11,100,11,100,203,38090,100000,302500000,0.3123076923076923,0.3430449858152835,0.3333333333333333,2,2
42,50,2_6_11,0,2,100,2,100,103,18775,100000,160600000,0.1579754601226994,0.16993257003213105,0.16666666666666666,2,2
42,50,2_6_11,1,6,100,6,200,225,36278,50000,160550000,0.3450920245398773,0.32835226501335024,0.3333333333333333,3,3
42,50,2_6_11,2,11,100,11,300,324,55432,33333,160565216,0.49693251533742333,0.5017151649545187,0.5,4,4
43,75,2_6_11,0,2,100,2,100,67,12352,100000,114200000,0.10276073619631902,0.1117332585550299,0.1111111111111111,4,4
43,75,2_6_11,1,6,100,6,300,213,37607,33333,114165678,0.3266871165644172,0.3401839908095053,0.3333333333333333,3,3
43,75,2_6_11,2,11,100,11,500,372,60590,20000,114179992,0.5705521472392638,0.5480827506354649,0.5555555555555556,2,2
44,100,2_6_11,0,2,100,2,200,57,12024,50000,62200000,0.08702290076335878,0.1096720055456237,0.10526315789473684,2,2
44,100,2_6_11,1,6,100,6,600,205,34415,16666,62214794,0.31297709923664124,0.31390236783538256,0.3157894736842105,3,3
44,100,2_6_11,2,11,100,11,1100,393,63197,9090,62204429,0.6,0.5764256266189938,0.5789473684210527,4,4
45,0,3_8_13,0,3,100,3,100,210,36928,100000,331000000,0.3230769230769231,0.33432922302496965,0.3333333333333333,4,4
45,0,3_8_13,1,8,100,8,100,216,36976,100000,331000000,0.3323076923076923,0.33476379307222914,0.3333333333333333,3,3
45,0,3_8_13,2,13,100,13,100,224,36550,100000,331000000,0.3446153846153846,0.33090698390280116,0.3333333333333333,2,2
46,25,3_8_13,0,3,100,3,100,204,35968,100000,302500000,0.31432973805855163,0.3422883299549871,0.3333333333333333,2,2
46,25,3_8_13,1,8,100,8,100,229,34252,100000,302400000,0.35285053929121724,0.325958070440898,0.3333333333333333,3,3
46,25,3_8_13,2,13,100,13,100,216,34861,100000,302400000,0.33281972265023113,0.33175359960411493,0.3333333333333333,4,4
47,50,3_8_13,0,3,100,3,100,115,18840,100000,162000000,0.17638036809815952,0.16600581549035157,0.16666666666666666,4,4
47,50,3_8_13,1,8,100,8,200,207,37934,50000,162000000,0.3174846625766871,0.3342497136311569,0.3333333333333333,3,3
47,50,3_8_13,2,13,100,13,300,330,56716,33333,161998544,0.5061349693251533,0.4997444708784915,0.5,2,2
48,75,3_8_13,0,3,100,3,100,58,10147,100000,101700000,0.0890937019969278,0.09187627895184802,0.09090909090909091,2,2
48,75,3_8_13,1,8,100,8,400,230,40502,25000,101708331,0.3533026113671275,0.36672642654062765,0.36363636363636365,3,3
48,75,3_8_13,2,13,100,13,600,363,59793,16666,101713278,0.5576036866359447,0.5413972945075243,0.5454545454545454,4,4
49,100,3_8_13,0,3,100,3,300,88,14016,33333,55632947,0.13517665130568357,0.11886830856910238,0.125,4,4
49,100,3_8_13,1,8,100,8,800,217,39552,12500,55600000,0.3333333333333333,0.33543659678404236,0.3333333333333333,3,3
49,100,3_8_13,2,13,100,13,1300,346,64344,7692,55606151,0.5314900153609831,0.5456950946468553,0.5416666666666666,2,2
50,0,1_2_3,0,1,100,1,100,215,38848,100000,345400000,0.3277439024390244,0.3324746458984124,0.3333333333333333,2,2
50,0,1_2_3,1,2,100,2,100,224,39166,100000,345300000,0.34146341463414637,0.3351962000941418,0.3333333333333333,3,3
50,0,1_2_3,2,3,100,3,100,217,38831,100000,345300000,0.3307926829268293,0.3323291540074458,0.3333333333333333,4,4
51,25,1_2_3,0,1,100,1,100,233,37824,100000,321700000,0.35572519083969467,0.32499871114089807,0.3333333333333333,4,4
51,25,1_2_3,1,2,100,2,100,253,36638,100000,321700000,0.38625954198473283,0.3148081318416937,0.3333333333333333,3,3
51,25,1_2_3,2,3,100,3,100,169,41920,100000,321700000,0.2580152671755725,0.36019315701740817,0.3333333333333333,2,2
52,50,1_2_3,0,1,100,1,100,224,38592,100000,342200000,0.3425076452599388,0.32865513012672026,0.3333333333333333,2,2
52,50,1_2_3,1,2,100,2,100,204,39676,100000,342200000,0.3119266055045872,0.3378866330562747,0.3333333333333333,3,3
52,50,1_2_3,2,3,100,3,100,226,39156,100000,342100000,0.345565749235474,0.33345823681700504,0.3333333333333333,4,4
53,75,1_2_3,0,1,100,1,100,224,36736,100000,339800000,0.3425076452599388,0.33128325367481287,0.3333333333333333,4,4
53,75,1_2_3,1,2,100,2,100,251,34538,100000,339800000,0.3837920489296636,0.31146180899990983,0.3333333333333333,3,3
53,75,1_2_3,2,3,100,3,100,179,39616,100000,339800000,0.27370030581039756,0.3572549373252773,0.3333333333333333,2,2
54,100,1_2_3,0,1,100,1,100,110,18883,100000,177800000,0.16793893129770993,0.16175954084036492,0.16666666666666666,2,2
54,100,1_2_3,1,2,100,2,200,205,40576,50000,177750000,0.31297709923664124,0.3475906968775431,0.3333333333333333,3,3
54,100,1_2_3,2,3,100,3,300,340,57276,33333,177765081,0.5190839694656488,0.4906497622820919,0.5,4,4
55,0,1_3_5,0,1,100,1,100,198,32704,100000,316400000,0.30368098159509205,0.3436377009561837,0.3333333333333333,4,4
55,0,1_3_5,1,3,100,3,100,226,31134,100000,316400000,0.34662576687116564,0.32714090574760957,0.3333333333333333,3,3
55,0,1_3_5,2,5,100,5,100,228,31332,100000,316500000,0.3496932515337423,0.3292213932962068,0.3333333333333333,2,2
56,25,1_3_5,0,1,100,1,100,210,37184,100000,332900000,0.3220858895705521,0.342842390602814,0.3333333333333333,2,2
56,25,1_3_5,1,3,100,3,100,197,37546,100000,332800000,0.30214723926380366,0.3461800881447196,0.3333333333333333,3,3
56,25,1_3_5,2,5,100,5,100,245,33728,100000,332800000,0.37576687116564417,0.3109775212524664,0.3333333333333333,4,4
57,50,1_3_5,0,1,100,1,100,110,32512,100000,262800000,0.1687116564417178,0.2814989263697444,0.25,4,4
57,50,1_3_5,1,3,100,3,100,160,28672,100000,262800000,0.24539877300613497,0.24825102168040453,0.25,3,3
57,50,1_3_5,2,5,100,5,200,382,54312,50000,262800000,0.5858895705521472,0.4702500519498511,0.5,2,2
58,75,1_3_5,0,1,100,1,100,132,21312,100000,202600000,0.2018348623853211,0.19942545406907652,0.2,2,2
58,75,1_3_5,1,3,100,3,100,132,21021,100000,202600000,0.2018348623853211,0.19670244322382027,0.2,3,3
58,75,1_3_5,2,5,100,5,300,390,64534,33333,202531512,0.5963302752293578,0.6038721027071032,0.6,4,4
59,100,1_3_5,0,1,100,1,100,81,12736,100000,129000000,0.12385321100917432,0.11095139778201744,0.1111111111111111,4,4
59,100,1_3_5,1,3,100,3,300,226,37469,33333,128998917,0.345565749235474,0.326416294244222,0.3333333333333333,3,3
59,100,1_3_5,2,5,100,5,500,347,64584,20000,128980000,0.5305810397553516,0.5626323079737605,0.5555555555555556,2,2
60,0,1_5_7,0,1,100,1,100,214,36160,100000,335600000,0.327217125382263,0.3345174659561871,0.3333333333333333,2,2
60,0,1_5_7,1,5,100,5,100,226,35491,100000,335600000,0.345565749235474,0.328328522794553,0.3333333333333333,3,3
60,0,1_5_7,2,7,100,7,100,214,36445,100000,335500000,0.327217125382263,0.3371540112492599,0.3333333333333333,4,4
61,25,1_5_7,0,1,100,1,100,216,33324,100000,283100000,0.3312883435582822,0.3326744534291704,0.3333333333333333,4,4
61,25,1_5_7,1,5,100,5,100,211,33354,100000,283100000,0.3236196319018405,0.332973944294699,0.3333333333333333,3,3
61,25,1_5_7,2,7,100,7,100,225,33492,100000,283100000,0.3450920245398773,0.3343516022761306,0.3333333333333333,2,2
62,50,1_5_7,0,1,100,1,100,148,21594,100000,206400000,0.22664624808575803,0.19290346786728843,0.2,2,2
62,50,1_5_7,1,5,100,5,200,250,45128,50000,206350000,0.38284839203675347,0.4031373389791142,0.4,3,3
62,50,1_5_7,2,7,100,7,200,255,45220,50000,206350000,0.3905053598774885,0.4039591931535974,0.4,4,4
63,75,1_5_7,0,1,100,1,100,96,16512,100000,150100000,0.14701378254211334,0.14676811491146982,0.14285714285714285,4,4
63,75,1_5_7,1,5,100,5,300,288,47325,33333,150065387,0.44104134762633995,0.4206517101614165,0.42857142857142855,3,3
63,75,1_5_7,2,7,100,7,300,269,48667,33333,150098719,0.4119448698315467,0.4325801749271137,0.42857142857142855,2,2
64,100,1_5_7,0,1,100,1,100,45,9344,100000,91300000,0.06891271056661562,0.07975009815134083,0.07692307692307693,2,2
64,100,1_5_7,1,5,100,5,500,249,45358,20000,91220000,0.38131699846860645,0.3871259580424355,0.38461538461538464,3,3
64,100,1_5_7,2,7,100,7,700,359,62464,14285,91210845,0.5497702909647779,0.5331239438062236,0.5384615384615384,4,4
65,0,2_6_11,0,2,100,2,100,262,35991,100000,328800000,0.4012251148545176,0.3085410076382995,0.3333333333333333,4,4
65,0,2_6_11,1,6,100,6,100,209,39616,100000,328900000,0.32006125574272587,0.3396171420243637,0.3333333333333333,3,3
65,0,2_6_11,2,11,100,11,100,182,41042,100000,328900000,0.2787136294027565,0.3518418503373368,0.3333333333333333,2,2
66,25,2_6_11,0,2,100,2,100,219,37028,100000,331200000,0.33537519142419603,0.3275828511775218,0.3333333333333333,2,2
66,25,2_6_11,1,6,100,6,100,229,37098,100000,331200000,0.35068912710566613,0.3282021338712246,0.3333333333333333,3,3
66,25,2_6_11,2,11,100,11,100,205,38908,100000,331200000,0.31393568147013784,0.3442150149512536,0.3333333333333333,4,4
67,50,2_6_11,0,2,100,2,100,121,18688,100000,176800000,0.1858678955453149,0.1614109639917429,0.16666666666666666,4,4
67,50,2_6_11,1,6,100,6,200,223,38207,50000,176800000,0.3425499231950845,0.3299993953998566,0.3333333333333333,3,3
67,50,2_6_11,2,11,100,11,300,307,58884,33333,176765131,0.4715821812596006,0.5085896406084005,0.5,2,2
68,75,2_6_11,0,2,100,2,100,82,12544,100000,125700000,0.12576687116564417,0.10662586595265418,0.1111111111111111,2,2
68,75,2_6_11,1,6,100,6,300,211,39466,33333,125665646,0.3236196319018405,0.3354668706702367,0.3333333333333333,3,3
68,75,2_6_11,2,11,100,11,500,359,65635,20000,125679998,0.5506134969325154,0.557907263377109,0.5555555555555556,4,4
69,100,2_6_11,0,2,100,2,200,74,11712,50000,73400000,0.11297709923664122,0.10326312169918621,0.10526315789473684,4,4
69,100,2_6_11,1,6,100,6,600,208,35763,16666,73414686,0.31755725190839695,0.3153175393893439,0.3157894736842105,3,3
69,100,2_6_11,2,11,100,11,1100,373,65944,9090,73404149,0.5694656488549619,0.5814193389114699,0.5789473684210527,2,2
70,0,3_8_13,0,3,100,3,100,196,39251,100000,325500000,0.3010752688172043,0.3443946267032842,0.3333333333333333,2,2
70,0,3_8_13,1,8,100,8,100,226,37341,100000,325400000,0.34715821812596004,0.3276359775732423,0.3333333333333333,3,3
70,0,3_8_13,2,13,100,13,100,229,37379,100000,325400000,0.35176651305683565,0.3279693957234735,0.3333333333333333,4,4
71,25,3_8_13,0,3,100,3,100,208,37781,100000,321200000,0.3195084485407066,0.3376469011126503,0.3333333333333333,4,4
71,25,3_8_13,1,8,100,8,100,212,37253,100000,321300000,0.32565284178187404,0.33292819160820414,0.3333333333333333,3,3
71,25,3_8_13,2,13,100,13,100,231,36861,100000,321300000,0.3548387096774194,0.32942490727914564,0.3333333333333333,2,2
72,50,3_8_13,0,3,100,3,100,105,19008,100000,159700000,0.16153846153846155,0.1694631171656295,0.16666666666666666,2,2
72,50,3_8_13,1,8,100,8,200,231,36307,50000,159699997,0.3553846153846154,0.32368988820141575,0.3333333333333333,3,3
72,50,3_8_13,2,13,100,13,300,314,56851,33333,159665322,0.48307692307692307,0.5068469946329547,0.5,4,4
73,75,3_8_13,0,3,100,3,100,52,9903,100000,105100000,0.08024691358024691,0.09271082983822648,0.09090909090909091,4,4
73,75,3_8_13,1,8,100,8,400,265,37409,25000,105075000,0.4089506172839506,0.3502190683043739,0.36363636363636365,3,3
73,75,3_8_13,2,13,100,13,600,331,59504,16666,105056816,0.5108024691358025,0.5570701018573997,0.5454545454545454,2,2
74,100,3_8_13,0,3,100,3,300,87,13440,33333,62832958,0.13384615384615384,0.1204797676461624,0.125,2,2
